#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-08T03:28:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8d44aaa608	
#INFO	-out.max=1000	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&key:c=17:40:42.6174 -53:40:27.448&pos:17:40:42.6174 -53:40:27.448( 1 arcmin J2000)&HTTPPRM:&-c=17:40:42.6174 -53:40:27.448&-c.u=arcmin&-c.r=1&-c.eq=J2000&-c.geom=r&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c=17:40:42.6174 -53:40:27.448
#-c.eq=J2000
#-c.r=  1
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#
#INFO	-c=265.177572-53.674291,rm=1.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F6.4)	Distance from center (265.17757250000-53.67429111111)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
_r	_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
0.6853	265.1609162403925	-53.6684297002109	265.16094551302	 0.1894	-53.66851018827	 0.1943	5921748247414959104	   -0.6649	 0.1916	    4.028	 0.278	  -18.694	 0.300	0	 1.2121e+04	 2.9352e+01	15.4795	0.0026	 7.7356e+03	 1.6095e+02	15.6302	0.0226	 1.0827e+04	 1.3511e+02	14.6756	0.0135	 0.9545	       	     	5190.33	       	       	      	
0.6856	265.1796818093462	-53.6855680679978	265.17970463791	 0.0390	-53.68564781550	 0.0390	5921745296786342912	    0.3875	 0.0396	    3.140	 0.072	  -18.522	 0.070	0	 2.3472e+05	 5.4315e+01	12.2620	0.0003	 1.0374e+05	 2.6375e+02	12.8116	0.0028	 1.9630e+05	 1.8484e+02	11.5296	0.0010	 1.2819	       	     	4827.00	 0.2650	 0.1110	 12.05	   71.067
0.6857	265.1781229576756	-53.6627892154468	265.17815507478	 0.1000	-53.66286740434	 0.0810	5921751167992742784	    0.1327	 0.0961	    4.420	 0.156	  -18.160	 0.142	0	 4.6428e+03	 8.2157e+00	16.5214	0.0019	 3.8120e+03	 1.5082e+02	16.3985	0.0430	 4.8611e+03	 6.0342e+01	15.5451	0.0135	 0.8534	       	     	5095.63	       	       	      	
0.6861	265.1801040899849	-53.6628814449238	265.18014265966	 0.2248	-53.66295723993	 0.2757	5921751172295889024	   -0.5632	 0.2008	    5.308	 0.480	  -17.604	 0.519	0	 1.5802e+03	 4.1431e+00	17.6916	0.0028	 1.2318e+03	 5.9013e+01	17.6250	0.0520	 1.6588e+03	 6.2887e+01	16.7124	0.0412	 0.9126	       	     	       	       	       	      	
0.6872	265.1602639323700	-53.6793960387000	265.16026393237	 0.3005	-53.67939603870	 0.3629	5921748217344406528	          	       	         	      	         	      	0	 1.4966e+03	 6.0069e+01	17.7506	0.0436	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6879	265.1941740864806	-53.6683506754455	265.19419739989	 0.0581	-53.66842358142	 0.0611	5921751172302724864	    0.3309	 0.0562	    3.208	 0.104	  -16.933	 0.105	0	 1.2978e+04	 1.5812e+01	15.4054	0.0013	 7.3495e+03	 1.7129e+02	15.6857	0.0253	 1.1442e+04	 3.8266e+02	14.6156	0.0363	 1.0701	       	     	5114.00	       	       	      	
0.6882	265.1708166327443	-53.6634592454290	265.17084455763	 0.0471	-53.66353568196	 0.0471	5921751167992733568	    0.2815	 0.0466	    3.843	 0.090	  -17.753	 0.083	1	 1.6939e+06	 1.0474e+03	10.1162	0.0007	 6.1797e+05	 1.4050e+03	10.8740	0.0025	 1.5419e+06	 3.1605e+03	 9.2918	0.0022	 1.5822	  17.38	 1.43	4407.40	       	       	 57.58	 1127.109
0.6886	265.1964487918500	-53.6717063267900	265.19644879185	 0.4663	-53.67170632679	 0.7712	5921751099273294208	          	       	         	      	         	      	0	 2.5347e+03	 1.9004e+01	17.1785	0.0081	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6891	265.1905648730778	-53.6827221942227	265.19059587857	 0.0567	-53.68279987506	 0.0602	5921745292477500032	    0.4991	 0.0607	    4.265	 0.106	  -18.042	 0.111	0	 1.2766e+04	 1.4812e+01	15.4232	0.0013	 8.9623e+03	 2.5752e+02	15.4703	0.0312	 1.3550e+04	 2.8327e+02	14.4320	0.0227	 1.0383	       	     	5143.45	       	       	      	
0.6892	265.1625129877164	-53.6814707049157	265.16255569624	 0.2476	-53.68156042409	 0.2660	5921748217364167040	    0.0295	 0.2552	    5.875	 0.451	  -20.838	 0.461	0	 1.6148e+03	 6.8007e+00	17.6680	0.0046	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6894	265.1767951216025	-53.6627410532002	265.17683099535	 0.1479	-53.66280963640	 0.1167	5921751172295914752	   -0.4437	 0.1131	    4.937	 0.243	  -15.929	 0.197	0	 3.8257e+03	 7.1022e+00	16.7316	0.0020	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6896	265.1590827215500	-53.6708080421900	265.15908272155	 0.3168	-53.67080804219	 0.4756	5921748251704219008	          	       	         	      	         	      	0	 1.5861e+03	 2.7966e+01	17.6875	0.0191	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6899	265.1962202584700	-53.6711026650700	265.19622025847	 1.4781	-53.67110266507	 1.6040	5921751103576418176	          	       	         	      	         	      	0	 1.0048e+03	 7.0870e+00	18.1832	0.0077	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6902	265.1755475028757	-53.6627719565108	265.17557711309	 0.1051	-53.66284880207	 0.0864	5921751172295914496	    0.2064	 0.1143	    4.075	 0.152	  -17.848	 0.148	0	 9.0491e+03	 4.6489e+01	15.7969	0.0056	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6908	265.1597334894800	-53.6788612385700	265.15973348948	 5.7980	-53.67886123857	 7.3374	5921748217344406272	          	       	         	      	         	      	0	 1.2907e+03	 1.4665e+01	17.9113	0.0123	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6909	265.1950983889000	-53.6792723840500	265.19509838890	 9.0458	-53.67927238405	15.9458	5921751103577922176	          	       	         	      	         	      	0	 3.4420e+03	 3.2150e+01	16.8463	0.0101	 7.2863e+03	 7.5788e+02	15.6951	0.1129	 9.7317e+03	 5.8989e+00	14.7915	0.0007	 0.9037	       	     	5095.63	       	       	      	
0.6913	265.1883845068000	-53.6838695959100	265.18838450680	 1.7361	-53.68386959591	 1.7363	5921745296766427520	          	       	         	      	         	      	0	 2.2636e+03	 1.5422e+01	17.3014	0.0074	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6915	265.1969509707652	-53.6750845316613	265.19697313222	 0.1549	-53.67516456333	 0.1659	5921751103576489600	    0.1013	 0.1456	    3.049	 0.292	  -18.588	 0.294	0	 5.2715e+03	 6.2158e+00	16.3835	0.0013	 3.7333e+03	 1.0268e+02	16.4212	0.0299	 5.0311e+03	 1.3133e+02	15.5078	0.0283	 0.9134	       	     	5144.95	       	       	      	
0.6920	265.1826982175809	-53.6853392023506	265.18273636434	 0.2644	-53.68541138069	 0.2421	5921745296766454528	    0.5199	 0.2288	    5.247	 0.399	  -16.764	 0.385	0	 5.8808e+03	 2.7877e+01	16.2648	0.0051	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6921	265.1620223710373	-53.6672590869218	265.16204760962	 0.0535	-53.66732911248	 0.0670	5921748251723926016	    0.4688	 0.0814	    3.473	 0.107	  -16.264	 0.129	0	 3.3339e+04	 2.7496e+01	14.3810	0.0009	 1.7308e+04	 9.7322e+01	14.7558	0.0061	 2.7821e+04	 8.6707e+01	13.6510	0.0034	 1.1048	       	     	5000.00	       	       	      	
0.6927	265.1856238587076	-53.6637018838451	265.18563439509	 0.2436	-53.66377996079	 0.1677	5921751206655603712	   -0.0462	 0.1932	    1.450	 0.369	  -18.134	 0.287	0	 1.4059e+03	 3.1040e+00	17.8184	0.0024	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6933	265.1839476094045	-53.6633022660687	265.18397140687	 0.0518	-53.66337638621	 0.0477	5921751202352489728	    0.5657	 0.0469	    3.275	 0.097	  -17.215	 0.089	0	 4.7377e+04	 1.9550e+01	13.9994	0.0004	 2.3594e+04	 1.8680e+02	14.4194	0.0086	 4.0478e+04	 4.6045e+02	13.2439	0.0124	 1.1755	       	     	4947.00	       	       	  3.48	    6.532
0.6933	265.1586252516158	-53.6770345641289	265.15865354167	 0.3159	-53.67710576941	 0.1212	5921748247414956672	    0.7844	 0.3074	    3.892	 0.299	  -16.538	 0.199	1	 3.4708e+03	 8.4989e+00	16.8373	0.0027	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6935	265.1581918569200	-53.6756300583800	265.15819185692	 8.6467	-53.67563005838	10.9764	5921748251704185216	          	       	         	      	         	      	1	 3.2407e+03	 2.0375e+01	16.9118	0.0068	           	           	       	      	 4.8706e+03	 7.3422e+00	15.5430	0.0016	       	       	     	       	       	       	      	
0.6948	265.1590017764338	-53.6779013033158	265.15904722899	 0.3656	-53.67798725513	 0.3317	5921748217344405632	   -0.4738	 0.2708	    6.253	 0.631	  -19.963	 0.540	0	 4.7310e+03	 2.9026e+01	16.5010	0.0067	 5.5204e+03	 5.3228e+02	15.9965	0.1047	 6.0167e+03	 1.4925e+02	15.3135	0.0269	 0.6829	       	     	5095.63	       	       	      	
0.6958	265.1764493718300	-53.6627134976700	265.17644937183	38.2607	-53.66271349767	13.7038	5921751172295914624	          	       	         	      	         	      	0	 1.6255e+03	 1.5308e+01	17.6609	0.0102	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6981	265.1579872998263	-53.6731371735134	265.15801548551	 0.1120	-53.67320997185	 0.1066	5921748251704203520	    0.4341	 0.1356	    3.878	 0.196	  -16.908	 0.199	0	 5.3451e+03	 1.3213e+01	16.3685	0.0027	 3.2810e+03	 7.3496e+01	16.5614	0.0243	 4.0819e+03	 2.3702e+01	15.7348	0.0063	 0.8266	       	     	5959.00	       	       	      	
0.7001	265.1626425777800	-53.6666798727600	265.16264257778	 1.1582	-53.66667987276	 0.9977	5921754127219496960	          	       	         	      	         	      	0	 1.2127e+03	 5.6049e+00	17.9790	0.0050	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7008	265.1581592234302	-53.6763257105491	265.15818142915	 0.1502	-53.67640544944	 0.3524	5921748251704164864	    0.2954	 0.4394	    3.055	 0.316	  -18.520	 0.425	0	 2.1228e+03	 1.9491e+01	17.3711	0.0100	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7009	265.1835319508349	-53.6853480471518	265.18355692399	 0.1584	-53.68542229646	 0.1528	5921745296766450688	    0.5130	 0.1362	    3.435	 0.268	  -17.245	 0.251	0	 2.0520e+03	 5.5508e+00	17.4079	0.0029	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7012	265.1643822286542	-53.6829170793686	265.16442306304	 0.2360	-53.68300341007	 0.2552	5921745262406864256	   -0.6866	 0.3117	    5.617	 0.404	  -20.051	 0.434	0	 1.3041e+04	 2.2120e+01	15.4001	0.0018	 8.4071e+03	 2.7881e+02	15.5398	0.0360	 1.3107e+04	 3.7745e+02	14.4682	0.0313	 1.0716	       	     	5143.45	       	       	      	
0.7015	265.1855700204758	-53.6848994886597	265.18558845752	 0.1325	-53.68497593380	 0.1354	5921745296766436864	    1.1058	 0.1533	    2.536	 0.249	  -17.755	 0.240	0	 8.9643e+03	 2.5523e+01	15.8071	0.0031	 6.0014e+03	 4.7657e+01	15.9058	0.0086	 9.3390e+03	 3.8089e+02	14.8362	0.0443	 1.0696	       	     	5143.45	       	       	      	
0.7019	265.1913294178900	-53.6826858422000	265.19132941789	 5.0291	-53.68268584220	 4.0547	5921745296766422272	          	       	         	      	         	      	0	 5.5617e+03	 3.2286e+01	16.3253	0.0063	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7021	265.1952930761000	-53.6794644883400	265.19529307610	 1.9802	-53.67946448834	 2.1677	5921751099273291520	          	       	         	      	         	      	0	 9.1975e+03	 1.9044e+02	15.7792	0.0225	 7.1881e+03	 1.0039e+02	15.7098	0.0152	 9.3809e+03	 2.3446e+02	14.8313	0.0271	 0.8785	       	     	5095.63	       	       	      	
0.7035	265.1599716430800	-53.6796575649400	265.15997164308	 7.2034	-53.67965756494	 6.3544	5921748217344404864	          	       	         	      	         	      	0	 1.2790e+03	 2.1471e+01	17.9212	0.0182	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7036	265.1862311675900	-53.6848361761000	265.18623116759	 1.1150	-53.68483617610	 1.2761	5921745296786340608	          	       	         	      	         	      	0	 7.4155e+03	 6.0979e+01	16.0130	0.0089	 5.2227e+03	 4.8010e+01	16.0567	0.0100	 7.9888e+03	 5.1242e+02	15.0057	0.0696	 1.0509	       	     	5143.45	       	       	      	
0.7046	265.1629462184400	-53.6822184217300	265.16294621844	12.8621	-53.68221842173	 6.9067	5921748217365558400	          	       	         	      	         	      	0	 4.2048e+03	 5.7983e+01	16.6290	0.0150	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7051	265.1770498349853	-53.6859641150810	265.17707350712	 0.0671	-53.68603941925	 0.0652	5921745262406744576	    0.4578	 0.0689	    3.256	 0.162	  -17.490	 0.138	0	 6.1562e+03	 8.5127e+00	16.2151	0.0015	 4.1406e+03	 1.2697e+02	16.3087	0.0333	 5.2070e+03	 6.7233e+01	15.4705	0.0140	 0.8383	       	     	5286.90	       	       	      	
0.7057	265.1682369835200	-53.6639108313800	265.16823698352	 0.6886	-53.66391083138	 0.7957	5921751172295993728	          	       	         	      	         	      	0	 4.5145e+03	 2.0987e+01	16.5518	0.0050	 5.6184e+03	 1.7627e+02	15.9774	0.0341	 6.6692e+03	 4.9110e+01	15.2017	0.0080	 0.7756	       	     	5095.63	       	       	      	
0.7060	265.1798581092400	-53.6859798059100	265.17985810924	 2.9619	-53.68597980591	 2.3355	5921745296766445952	          	       	         	      	         	      	0	 3.0897e+03	 1.3287e+02	16.9636	0.0467	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7060	265.1611069776700	-53.6808742960800	265.16110697767	 0.5449	-53.68087429608	 0.9121	5921748217344386560	          	       	         	      	         	      	0	 4.8556e+03	 4.1688e+01	16.4728	0.0093	 9.4385e+03	 2.6587e+02	15.4141	0.0306	 8.7180e+03	 7.3052e+02	14.9109	0.0910	 0.5033	       	     	5095.63	       	       	      	
0.7065	265.1796901781006	-53.6625135542305	265.17972516517	 0.3300	-53.66258531493	 0.2207	5921751172295889152	    0.1142	 0.3905	    4.815	 0.639	  -16.667	 0.499	0	 1.0668e+03	 1.6341e+01	18.1181	0.0166	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7065	265.1971919403869	-53.6723586314787	265.19719810362	 0.2746	-53.67242191884	 0.3705	5921751103576444032	    0.7451	 0.1454	    0.848	 0.507	  -14.699	 0.767	0	 3.3201e+03	 8.8480e+00	16.8855	0.0029	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7068	265.1848078421015	-53.6632461061211	265.18480629436	 0.1700	-53.66331825001	 0.1568	5921751206655606400	    0.9931	 0.1808	   -0.213	 0.355	  -16.756	 0.338	0	 1.8359e+03	 1.2724e+01	17.5287	0.0075	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7071	265.1661334694377	-53.6645608708950	265.16615938220	 0.1540	-53.66463962812	 0.1148	5921754127219491456	    0.2790	 0.1652	    3.566	 0.230	  -18.292	 0.229	0	 3.3479e+03	 5.6456e+00	16.8764	0.0018	 3.1097e+03	 2.0645e+01	16.6196	0.0072	 5.4270e+03	 1.6440e+03	15.4255	0.3289	 1.1941	       	     	5095.63	       	       	      	
0.7081	265.1960447179899	-53.6698705025700	265.19604471799	30.6698	-53.66987050257	44.2971	5921751099273293568	          	       	         	      	         	      	0	 2.3906e+03	 1.0725e+01	17.2421	0.0049	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7083	265.1662211660400	-53.6839949107900	265.16622116604	 0.5672	-53.68399491079	 0.4665	5921745262426662144	          	       	         	      	         	      	0	 1.4824e+03	 5.5148e+00	17.7610	0.0040	 1.3714e+03	 4.5430e+01	17.5085	0.0360	 1.9624e+03	 5.7706e+01	16.5300	0.0319	 0.9785	       	     	       	       	       	      	
0.7083	265.1969516628418	-53.6715183326856	265.19697465822	 0.0540	-53.67159553991	 0.0518	5921751103576417792	   -0.5441	 0.0500	    3.164	 0.104	  -17.932	 0.095	0	 3.4364e+04	 2.8437e+01	14.3481	0.0009	 1.9037e+04	 1.9495e+02	14.6524	0.0111	 3.0191e+04	 2.2562e+02	13.5622	0.0081	 1.0902	       	     	5002.25	       	       	      	
0.7095	265.1746456740976	-53.6625133982336	265.17466707325	 0.0517	-53.66259236643	 0.0437	5921751172295914368	    0.4409	 0.0642	    2.945	 0.083	  -18.341	 0.083	0	 6.2038e+04	 4.1000e+01	13.7067	0.0007	 4.4594e+04	 2.3935e+02	13.7282	0.0058	 3.2474e+04	 3.2062e+02	13.4831	0.0107	 0.2451	       	     	9319.00	       	       	      	
0.7098	265.1917510985400	-53.6659619231800	265.19175109854	 0.9606	-53.66596192318	 0.9855	5921751206655600512	          	       	         	      	         	      	0	 9.3000e+02	 6.2346e+00	18.2672	0.0073	 9.2151e+02	 9.5107e+01	17.9401	0.1121	 1.2555e+03	 4.5640e+01	17.0149	0.0395	 0.9252	       	     	       	       	       	      	
0.7098	265.1907084824500	-53.6653812087400	265.19070848245	 2.0639	-53.66538120874	 2.4891	5921751206655594240	          	       	         	      	         	      	0	 1.8703e+03	 9.1813e+00	17.5086	0.0053	 2.5661e+03	 1.4512e+02	16.8282	0.0614	 3.6725e+03	 1.1471e+02	15.8495	0.0339	 0.9787	       	     	       	       	       	      	
0.7110	265.1776100455024	-53.6623736224468	265.17763265078	 0.2351	-53.66244167606	 0.1472	5921751172295900800	    0.8303	 0.2260	    3.111	 0.297	  -15.806	 0.248	0	 2.5195e+03	 1.1017e+01	17.1851	0.0047	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7120	265.1590323128400	-53.6697985207100	265.15903231284	 1.3620	-53.66979852071	 1.3976	5921748251704229504	          	       	         	      	         	      	1	 4.3352e+03	 7.5706e+01	16.5958	0.0190	 5.4119e+03	 1.4646e+03	16.0180	0.2938	 5.7631e+03	 4.5488e+02	15.3603	0.0857	 0.6577	       	     	5095.63	       	       	      	
0.7124	265.1716079655100	-53.6856265403300	265.17160796551	 0.2309	-53.68562654033	 0.1685	5921745262406779136	          	       	         	      	         	      	0	 2.7138e+03	 2.2373e+01	17.1044	0.0090	 4.3658e+03	 1.0735e+03	16.2512	0.2670	 7.0082e+03	 6.2623e+02	15.1479	0.0970	 1.1033	       	     	       	       	       	      	
0.7127	265.1627426843613	-53.6662036897518	265.16276806765	 0.0787	-53.66628088406	 0.0787	5921754127219496832	   -0.1461	 0.0984	    3.493	 0.135	  -17.929	 0.130	0	 8.1352e+03	 8.2388e+00	15.9124	0.0011	 5.4476e+03	 9.9326e+01	16.0109	0.0198	 6.8563e+03	 8.5870e+01	15.1717	0.0136	 0.8392	       	     	5286.90	       	       	      	
0.7127	265.1973761529792	-53.6759976801745	265.19739875103	 0.0492	-53.67607125351	 0.0448	5921751099273295232	    0.5392	 0.0427	    3.109	 0.090	  -17.088	 0.081	0	 1.6435e+04	 1.0094e+01	15.1489	0.0007	 8.5983e+03	 8.4030e+01	15.5154	0.0106	 1.3577e+04	 5.9579e+01	14.4299	0.0048	 1.0855	       	     	5024.49	       	       	  2.07	    2.452
0.7135	265.1588529337816	-53.6786130144719	265.15892273113	 0.4823	-53.67869359727	 0.4820	5921748217344406016	   -0.7122	 0.5755	    9.602	 0.873	  -18.716	 0.960	0	 2.5670e+03	 3.6953e+01	17.1648	0.0156	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7140	265.1846614390600	-53.6854251474800	265.18466143906	 0.3655	-53.68542514748	 0.4102	5921745296766435968	          	       	         	      	         	      	0	 1.3503e+03	 9.5897e+00	17.8623	0.0077	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7153	265.1964520700863	-53.6782934028440	265.19648205466	 0.2545	-53.67837250882	 0.3262	5921751103583413120	    0.0293	 0.1618	    4.125	 0.452	  -18.373	 0.579	0	 2.3620e+03	 3.8350e+00	17.2552	0.0018	 1.7706e+03	 7.0028e+01	17.2311	0.0429	 2.2986e+03	 2.1481e+01	16.3583	0.0101	 0.8728	       	     	       	       	       	      	
0.7154	265.1942039671700	-53.6810093076500	265.19420396717	37.4962	-53.68100930765	13.8081	5921745228068403584	          	       	         	      	         	      	0	 6.2832e+02	 2.3369e+00	18.6929	0.0040	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.7161	265.1612635608041	-53.6812471983793	265.16128994181	 0.0906	-53.68132037991	 0.0880	5921748217344388480	    0.4576	 0.1025	    3.629	 0.142	  -16.997	 0.161	0	 8.0776e+03	 3.3218e+01	15.9202	0.0045	 6.7040e+03	 3.9159e+02	15.7856	0.0634	 9.6131e+03	 5.7724e+02	14.8048	0.0652	 0.9808	       	     	5095.63	       	       	      	
0.7182	265.1959857644000	-53.6693643150100	265.19598576440	 0.7831	-53.66936431501	 0.6634	5921751103576406912	          	       	         	      	         	      	0	 5.4711e+03	 1.5159e+01	16.3432	0.0030	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
